8395008,3
18349026,2
32258509,1
72512081,9
61056721,4
28921383,7
63742741,1
39111724,9
34286243,8
40347746,6
4329677,8
19201652,5
1188106,0
45393857,1
3274195,7
12266710,4
13515283,6
45957743,0
61056811,4
73383460,6
37770790,3
59660563,4
18467514,8
78310655,4
7426117,0
10501661,3
3095789,7
39285616,5
17999637,6
69212992,6
50446090,2
11458304,2
6030485,8
2061996,2
39111145,9
47458624,6
12266931,4
30555752,6
66746937,1
49372057,8
40876916,1
9820168,4
9819671,4
69180423,8
55929154,0
63889160,2
65023637,8
66748261,1
25264093,4
14470273,6
10220400,6
37035748,1
46756486,4
72494826,1
70153434,0
66733305,1
46755488,4
31373050,8
46837260,4
54092770,7
41076993,7
14022123,7
67366379,1
16331969,1
65937836,9
61758109,2
45358831,5
24985079,4
1187888,0
62985031,3
39773789,9
31300472,8
68615451,1
21768048,8
53051511,6
29252175,5
73847852,0
28668854,1
59387946,1
36965888,2
12193813,2
57008637,1
37163837,0
4328889,8
66172639,6
67575095,0
72494436,1
20290477,8
37162916,0
25096346,7
52454536,3
17977577,2
63635589,7
72598866,5
18204483,6
65938638,9
52299645,7
6588403,5
71521901,7
57922980,4
8060870,5
41265328,7
72512754,9
67166966,7
18205107,6
35634772,2
41917801,2
7425587,0
32433964,1
67805420,8
45958222,0
29367525,3
54198988,2
3275678,7
19925915,9
5322161,8
63532070,7
51548521,8
57006345,7
61183556,3
40762388,8
60570652,7
9874034,7
54930506,7
50574722,1
50978163,1
65939289,9
18464792,8
17733775,1
72383983,8
7425718,0
25095714,7
3096155,7
57921658,4
78919416,2
37724325,0
32371408,4
45346087,8
25967646,9
64004782,3
45958280,0
6048430,8
65885258,7
45610080,2
21049840,0
26560580,0
68615860,1
1171687,5
55907840,0
67575730,0
56768222,7
71486904,7
40876411,1
54635973,7
64460791,0
76125603,2
55909170,0
78245642,6
50924525,7
3096413,7
59660625,4
25097157,7
10502147,3
5628864,6
32370708,4
72975842,6
77469030,0
71486337,7
40875028,1
14470745,6
78032086,5
34287179,8
10044763,2
34468216,5
57800836,0
10501229,3
8590105,0
40345203,3
7623245,4
28921172,7
75486441,4
16246292,3
34427000,2
72687591,2
70262243,6
61056055,4
30910038,2
40345218,3
54634838,7
23710307,5
57976755,2
36526101,5
56202651,2
1032032,6
78310115,4
64460964,0
35139193,8
66748308,1
16330524,1
49174546,3
64003983,3
62607723,1
30556230,6
46568449,3
72707381,9
30910017,2
1158590,0
61886140,8
62436731,0
11458952,2
9874009,7
30556310,6
57923624,4
46568478,3
70091774,9
28350498,2
59378772,2
55908313,0
10501439,3
25729034,0
22201214,9
20290013,8
16997822,1
10221431,6
74671638,9
25728076,0
72512814,9
50667462,8
73006556,6
9873027,7
50218002,5
70577097,9
57800815,0
24382954,6
75485128,4
60726939,5
14144251,5
59395653,7
52455494,3
22942642,2
76988981,6
1187697,0
73877440,7
67575993,0
77614173,3
75953646,5
62608118,1
65194629,5
50574672,1
1032866,6
66864752,5
76102735,4
73878352,7
5812866,5
37163088,0
56768723,7
10501189,3
24427630,2
41265981,7
30911140,2
10144060,7
41759912,9
78245376,6
46618865,9
25729732,0
16996777,1
21288663,3
26194686,2
5705404,4
51566444,2
8394400,3
56723903,2
2001869,2
50978235,1
12369778,2
76186203,8
71486501,7
78906169,2
37928611,0
46617221,9
57922321,4
78245073,6
25262905,4
54564490,5
9873824,7
41264959,7
33252321,2
39536292,5
26796360,0
72418834,3
22575855,6
56768227,7
49371454,8
46783236,0
10221516,6
61886903,8
72513608,9
71521770,7
66747499,1
46093896,2
45958385,0
26560348,0
71486864,7
56200441,8
28516202,9
46783015,0
72707367,9
56768413,7
49438261,5
16246344,3
38596043,3
25949215,6
59661375,4
56201071,8
59387795,1
78545420,2
30555986,6
34286886,8
43274438,3
17999825,6
14470804,6
57872102,2
77035442,8
78245243,6
40345327,3
65366454,2
71481026,2
33111330,2
42295203,3
19926949,9
24145297,5
8820213,5
36736395,3
16998279,1
40762488,8
59388089,1
24985198,4
7826040,2
14470848,6
11933799,8
24985214,4
7424684,0
40347291,6
21288287,3
12677752,2
55534237,4
46567549,3
37769512,3
2521764,3
57523655,5
46757291,4
71105873,6
17999537,6
64003885,3
51553524,9
21661546,7
72975709,6
8731015,9
65939243,9
36736304,3
22201023,9
25729011,0
61083817,5
22216542,7
49173288,3
59661408,4
42941049,2
12266606,4
62437200,0
61055951,4
76860037,7
28922248,7
69114517,8
1951050,1
1162617,8
76990847,6
30821655,6
55908102,0
38596337,3
56200749,8
25729304,0
77469044,0
32434634,1
10129916,7
11423148,3
32433982,1
65194624,5
39111137,9
34286073,8
25967901,9
46755446,4
39537493,5
40876242,1
36910909,4
71742357,3
24985622,4
71660356,5
39773836,9
12266522,4
54399330,9
27798154,8
25966716,9
5298992,2
76919704,5
30924803,2
64584316,8
29367057,3
50575095,1
76101706,4
72707427,9
9874036,7
45957571,0
18463633,8
16996345,1
8731801,9
72639936,9
55908460,0
32370045,4
14470924,6
76102433,4
57869275,2
78832401,2
67574195,0
49370778,8
25949023,6
71659778,5
45958553,0
78033023,5
8205664,3
54397939,9
40971803,8
10337433,6
21289409,3
47458595,6
48517370,5
6050297,8
17083648,5
32313420,7
27797425,8
78310629,4
57801036,0
67289252,7
69180138,8
72976482,6
72512434,9
64461077,0
71486410,7
9874197,7
21120148,5
70091082,9
74670518,9
72598244,5
78245532,6
32434209,1
54634944,7
72976189,6
72841453,8
