# This file contains the free energy difference estimate (dF) obtained with BAR.
# column 1: samples per stage
# column 2: running estimate of dF
# column 3: error estimate of dF
3.600000e+02 3.356145e+01 1.160258e+00
7.200000e+02 3.330670e+01 6.652928e-01
1.080000e+03 3.309202e+01 3.906047e-01
1.440000e+03 3.329708e+01 4.272797e-01
1.800000e+03 3.340741e+01 4.464825e-01
2.160000e+03 3.347179e+01 3.865523e-01
2.520000e+03 3.344130e+01 2.935404e-01
2.880000e+03 3.346065e+01 2.936623e-01
3.240000e+03 3.346843e+01 3.623459e-01
3.600000e+03 3.348440e+01 3.735038e-01
3.960000e+03 3.349923e+01 3.670251e-01
4.320000e+03 3.350323e+01 3.606472e-01
4.680000e+03 3.351892e+01 3.204698e-01
5.040000e+03 3.352921e+01 3.383537e-01
5.400000e+03 3.345833e+01 3.097039e-01
5.760000e+03 3.349099e+01 2.979677e-01
6.120000e+03 3.348305e+01 2.713998e-01
6.480000e+03 3.346878e+01 2.509414e-01
6.840000e+03 3.349108e+01 2.761323e-01
7.200000e+03 3.348849e+01 2.548716e-01
7.560000e+03 3.347007e+01 2.820673e-01
7.920000e+03 3.348322e+01 2.472678e-01
8.280000e+03 3.348838e+01 2.234613e-01
8.640000e+03 3.347123e+01 2.240405e-01
9.000000e+03 3.346372e+01 2.169989e-01
9.360000e+03 3.344982e+01 2.267883e-01
9.720000e+03 3.345485e+01 2.180191e-01
1.008000e+04 3.345716e+01 1.996589e-01
1.044000e+04 3.346813e+01 2.015139e-01
1.080000e+04 3.348237e+01 2.060573e-01
1.116000e+04 3.348615e+01 2.077178e-01
1.152000e+04 3.346722e+01 1.727433e-01
1.188000e+04 3.345816e+01 1.659248e-01
1.224000e+04 3.345766e+01 1.633027e-01
1.260000e+04 3.347200e+01 1.493421e-01
1.296000e+04 3.347906e+01 1.391079e-01
1.332000e+04 3.347904e+01 1.385320e-01
1.368000e+04 3.347485e+01 1.461311e-01
1.404000e+04 3.348109e+01 1.461216e-01
1.440000e+04 3.349455e+01 1.337609e-01
1.476000e+04 3.350192e+01 1.451401e-01
1.512000e+04 3.348644e+01 1.358432e-01
1.548000e+04 3.348037e+01 1.327237e-01
1.584000e+04 3.348889e+01 1.428683e-01
1.620000e+04 3.349564e+01 1.391054e-01
1.656000e+04 3.349708e+01 1.255701e-01
1.692000e+04 3.349058e+01 1.290653e-01
1.728000e+04 3.349547e+01 1.265477e-01
1.764000e+04 3.350056e+01 1.250011e-01
1.800000e+04 3.349890e+01 1.210185e-01
1.836000e+04 3.350358e+01 1.322519e-01
1.872000e+04 3.349617e+01 1.305058e-01
1.908000e+04 3.349533e+01 1.302642e-01
1.944000e+04 3.349652e+01 1.396879e-01
1.980000e+04 3.349811e+01 1.310454e-01
2.016000e+04 3.349466e+01 1.251435e-01
2.052000e+04 3.351162e+01 1.145326e-01
2.088000e+04 3.351605e+01 1.174074e-01
2.124000e+04 3.351005e+01 1.094969e-01
2.160000e+04 3.350644e+01 1.137406e-01
2.196000e+04 3.350084e+01 1.070621e-01
2.232000e+04 3.349861e+01 1.069979e-01
2.268000e+04 3.350001e+01 1.037823e-01
2.304000e+04 3.350550e+01 1.067980e-01
2.340000e+04 3.350209e+01 1.108353e-01
2.376000e+04 3.350248e+01 1.166870e-01
2.412000e+04 3.349980e+01 1.148537e-01
2.448000e+04 3.349673e+01 1.295096e-01
2.484000e+04 3.349577e+01 1.238135e-01
2.520000e+04 3.349652e+01 1.227953e-01
2.556000e+04 3.350219e+01 1.280191e-01
2.592000e+04 3.349981e+01 1.279919e-01
2.628000e+04 3.350252e+01 1.304334e-01
2.664000e+04 3.349200e+01 1.246824e-01
2.700000e+04 3.348892e+01 1.183124e-01
2.736000e+04 3.349023e+01 1.156017e-01
2.772000e+04 3.349228e+01 1.213056e-01
2.808000e+04 3.348836e+01 1.204255e-01
2.844000e+04 3.347659e+01 1.179665e-01
2.880000e+04 3.347706e+01 1.161706e-01
2.916000e+04 3.348181e+01 1.145363e-01
2.952000e+04 3.347962e+01 1.130154e-01
2.988000e+04 3.347944e+01 1.157779e-01
3.024000e+04 3.347883e+01 1.127515e-01
